NCBI GeneID	Symbol	Chromosomes	Annotation Genomic Range Accession 	Annotation Genomic Range Start	Annotation Genomic Range Stop
51747	LUC7L3	17	NC_000017.11	50719603	50756219
51747	LUC7L3	17	NC_060941.1	51586802	51623382
10158	PDZK1IP1	1	NC_000001.11	47183582	47190036
10158	PDZK1IP1	1	NC_060925.1	47061100	47068446
26085	KLK13	19	NC_000019.10	51055626	51065679
26085	KLK13	19	NC_060943.1	54144220	54154419
731	C8A	1	NC_000001.11	56854797	56918223
731	C8A	1	NC_060925.1	56733342	56796778
2014	EMP3	19	NC_000019.10	48325552	48330553
2014	EMP3	19	NC_060943.1	51319698	51324699
55486	PARL	3	NC_000003.12	183826489	183884880
55486	PARL	3	NC_060927.1	186635981	186694605
114294	LACTB	15	NC_000015.10	63121861	63142061
114294	LACTB	15	NC_060939.1	60926721	60946916
6227	RPS21	20	NC_000020.11	62387103	62388520
6227	RPS21	20	NC_060944.1	64183604	64185021
23279	NUP160	11	NC_000011.10	47778118	47848544
23279	NUP160	11	NW_019805496.1	210485	272955
23279	NUP160	11	NC_060935.1	47943085	48013487
29785	CYP2S1	19	NC_000019.10	41193219	41207539
29785	CYP2S1	19	NC_060943.1	44013177	44028420
124	ADH1A	4	NC_000004.12	99276369	99290985
124	ADH1A	4	NC_060928.1	102591175	102605798
430	ASCL2	11	NC_000011.10	2268498	2270588
430	ASCL2	11	NC_060935.1	2357957	2360047
8556	CDC14A	1	NC_000001.11	100345001	100520277
8556	CDC14A	1	NC_060925.1	100192980	100368314
2139	EYA2	20	NC_000020.11	46894843	47188844
2139	EYA2	20	NC_060944.1	48632937	48926940
221120	ALKBH3	11	NC_000011.10	43880831	43920274
221120	ALKBH3	11	NC_060935.1	44036210	44075625
57369	GJD2	15	NC_000015.10	34751032	34754998
57369	GJD2	15	NC_060939.1	32556224	32560189
60485	SAV1	14	NC_000014.9	50633580	50668306
60485	SAV1	14	NC_060938.1	44839725	44874442
85456	TNKS1BP1	11	NC_000011.10	57299642	57324952
85456	TNKS1BP1	11	NC_060935.1	57249129	57274443
2820	GPD2	2	NC_000002.12	156400281	156586403
2820	GPD2	2	NC_060926.1	156852575	157039187
4145	MATK	19	NC_000019.10	3777973	3801799
4145	MATK	19	NC_060943.1	3757233	3781064
285590	SH3PXD2B	5	NC_000005.10	172325181	172454525
285590	SH3PXD2B	5	NC_060929.1	172865440	172994533
9984	THOC1	18	NC_000018.10	214520	268047
9984	THOC1	18	NC_060942.1	368271	422046
51095	TRNT1	3	NC_000003.12	3126940	3153435
51095	TRNT1	3	NC_060927.1	3121237	3147781
3746	KCNC1	11	NC_000011.10	17734781	17783057
3746	KCNC1	11	NC_060935.1	17832488	17880755
4795	NFKBIL1	6	NC_000006.12	31546851	31558829
4795	NFKBIL1	6	NT_113891.3	3024177	3036142
4795	NFKBIL1	6	NT_167245.2	2794617	2806586
4795	NFKBIL1	6	NT_167246.2	2851900	2863876
4795	NFKBIL1	6	NT_167247.2	2888786	2900754
4795	NFKBIL1	6	NT_167248.2	2802703	2814673
4795	NFKBIL1	6	NT_167249.2	2846135	2858110
4795	NFKBIL1	6	NC_060930.1	31399939	31411908
5457	POU4F1	13	NC_000013.11	78598362	78603552
5457	POU4F1	13	NC_060937.1	77824085	77829278
10529	NEBL	10	NC_000010.11	20779973	21293050
10529	NEBL	10	NC_060934.1	20798520	21311782
55651	NHP2	5	NC_000005.10	178149463	178153885
55651	NHP2	5	NC_060929.1	178699722	178704144
23594	ORC6	16	NC_000016.10	46689659	46698394
23594	ORC6	16	NC_060940.1	52486533	52495295
28988	DBNL	7	NC_000007.14	44044702	44069456
28988	DBNL	7	NC_060931.1	44203197	44227954
26330	GAPDHS	19	NC_000019.10	35533456	35545319
26330	GAPDHS	19	NC_060943.1	38078404	38090265
53834	FGFRL1	4	NC_000004.12	1010212	1026898
53834	FGFRL1	4	NC_060928.1	1008259	1024943
3212	HOXB2	17	NC_000017.11	48542655	48545109
3212	HOXB2	17	NC_060941.1	49406234	49408688
23164	MPRIP	17	NC_000017.11	17042457	17192643
23164	MPRIP	17	NC_060941.1	16988540	17138696
27336	HTATSF1	X	NC_000023.11	136497229	136512346
27336	HTATSF1	X	NC_060947.1	134805972	134821090
100506742	CASP12	11	NC_000011.10	104883286	104898460
100506742	CASP12	11	NW_025791791.1	182419	197593
100506742	CASP12	11	NC_060935.1	104887413	104902580
3781	KCNN2	5	NC_000005.10	114055978	114496496
3781	KCNN2	5	NC_060929.1	114568913	115009369
8886	DDX18	2	NC_000002.12	117814691	117832377
8886	DDX18	2	NC_060926.1	118247963	118265651
30834	POLR1H	6	NC_000006.12	30060062	30064907
30834	POLR1H	6	NT_167244.2	1319363	1322999
30834	POLR1H	6	NT_113891.3	1539839	1544678
30834	POLR1H	6	NT_167245.2	1315984	1320823
30834	POLR1H	6	NT_167246.2	1320816	1325656
30834	POLR1H	6	NT_167247.2	1405358	1408997
30834	POLR1H	6	NT_167248.2	1316447	1320068
30834	POLR1H	6	NT_167249.2	1358984	1363826
30834	POLR1H	6	NC_060930.1	29925545	29929181
55867	SLC22A11	11	NC_000011.10	64555941	64572875
55867	SLC22A11	11	NC_060935.1	64548682	64565616
116113	FOXP4	6	NC_000006.12	41546381	41602384
116113	FOXP4	6	NC_060930.1	41375416	41431427
117144	CATSPER1	11	NC_000011.10	66016752	66026479
117144	CATSPER1	11	NC_060935.1	66010876	66020602
9313	MMP20	11	NC_000011.10	102576832	102625332
9313	MMP20	11	NC_060935.1	102579028	102627492
51177	PLEKHO1	1	NC_000001.11	150149646	150160065
51177	PLEKHO1	1	NC_060925.1	149274323	149284749
115426	UHRF2	9	NC_000009.12	6413199	6507054
115426	UHRF2	9	NC_060933.1	6418255	6512105
51621	KLF13	15	NC_000015.10	31326835	31435665
51621	KLF13	15	NW_011332701.1	3500207	3609057
51621	KLF13	15	NT_187660.1	3612659	3721509
51621	KLF13	15	NC_060939.1	29120947	29230012
4815	NINJ2	12	NC_000012.12	564296	663445
4815	NINJ2	12	NC_060936.1	560261	659273
27342	RABGEF1	7	NC_000007.14	66654567	66811464
27342	RABGEF1	7	NC_060931.1	67874231	68031149
83844	USP26	X	NC_000023.11	133023168	133097109
83844	USP26	X	NC_060947.1	131347885	131421825
126129	CPT1C	19	NC_000019.10	49690662	49713731
126129	CPT1C	19	NC_060943.1	52690730	52713875
2939	GSTA2	6	NC_000006.12	52750087	52763475
2939	GSTA2	6	NC_060930.1	52588869	52602258
8675	STX16	20	NC_000020.11	58651283	58679526
8675	STX16	20	NC_060944.1	60433347	60461590
90268	OTULIN	5	NC_000005.10	14664718	14716525
90268	OTULIN	5	NC_060929.1	14604209	14656024
2583	B4GALNT1	12	NC_000012.12	57623409	57633201
2583	B4GALNT1	12	NC_060936.1	57591628	57601420
11034	DSTN	20	NC_000020.11	17570075	17609919
11034	DSTN	20	NC_060944.1	17616166	17660584
28984	RGCC	13	NC_000013.11	41457550	41470871
28984	RGCC	13	NC_060937.1	40676691	40689978
440193	CCDC88C	14	NC_000014.9	91271323	91417820
440193	CCDC88C	14	NC_060938.1	85496797	85643060
6572	SLC18A3	10	NC_000010.11	49610310	49612720
6572	SLC18A3	10	NC_060934.1	50459116	50461526
11326	VSIG4	X	NC_000023.11	66021738	66040080
11326	VSIG4	X	NC_060947.1	64448234	64467291
4223	MEOX2	7	NC_000007.14	15611212	15686683
4223	MEOX2	7	NC_060931.1	15744456	15819945
4520	MTF1	1	NC_000001.11	37809574	37859592
4520	MTF1	1	NC_060925.1	37676462	37726477
9524	TECR	19	NC_000019.10	14527726	14565980
9524	TECR	19	NC_060943.1	14654487	14692721
55771	PRR11	17	NC_000017.11	59155746	59206709
55771	PRR11	17	NC_060941.1	60023844	60074810
554313	H4C15	1	NC_000001.11	149844488	149861240
554313	H4C15	1	NC_060925.1	148978230	148985386
284058	KANSL1	17	NC_000017.11	46029916	46225367
284058	KANSL1	17	NT_167251.2	561512	758707
284058	KANSL1	17	NT_187663.1	732028	927537
284058	KANSL1	17	NC_060941.1	46891535	47087028
2689	GH2	17	NC_000017.11	63880215	63881944
2689	GH2	17	NC_060941.1	64750989	64752719
6924	ELOA	1	NC_000001.11	23743471	23762059
6924	ELOA	1	NC_060925.1	23578438	23597030
8738	CRADD	12	NC_000012.12	93677375	93894840
8738	CRADD	12	NC_060936.1	93658870	93876341
29986	SLC39A2	14	NC_000014.9	20999293	21001871
29986	SLC39A2	14	NC_060938.1	15196693	15199271
29924	EPN1	19	NC_000019.10	55675226	55709533
29924	EPN1	19	NC_060943.1	58772202	58806505
327	APEH	3	NC_000003.12	49673117	49683971
327	APEH	3	NC_060927.1	49702408	49713255
6004	RGS16	1	NC_000001.11	182598623	182604389
6004	RGS16	1	NC_060925.1	181958121	181963886
10286	BCAS2	1	NC_000001.11	114567557	114581615
10286	BCAS2	1	NC_060925.1	114579016	114593070
1362	CPD	17	NC_000017.11	30378927	30469989
1362	CPD	17	NC_060941.1	31323558	31414615
3386	ICAM4	19	NC_000019.10	10286955	10288520
3386	ICAM4	19	NC_060943.1	10413067	10414632
6482	ST3GAL1	8	NC_000008.11	133454848	133571887
6482	ST3GAL1	8	NC_060932.1	134578690	134699857
27242	TNFRSF21	6	NC_000006.12	47231532	47309905
27242	TNFRSF21	6	NC_060930.1	47068690	47147063
3699	ITIH3	3	NC_000003.12	52794796	52808797
3699	ITIH3	3	NC_060927.1	52827705	52841707
10447	FAM3C	7	NC_000007.14	121348878	121396396
10447	FAM3C	7	NC_060931.1	122664194	122711727
89845	ABCC10	6	NC_000006.12	43427541	43451994
89845	ABCC10	6	NC_060930.1	43256321	43280761
2537	IFI6	1	NC_000001.11	27666064	27672192
2537	IFI6	1	NC_060925.1	27507374	27513475
6570	SLC18A1	8	NC_000008.11	20144855	20183136
6570	SLC18A1	8	NC_060932.1	20409985	20448250
9738	CCP110	16	NC_000016.10	19523942	19553408
9738	CCP110	16	NC_060940.1	19454815	19484280
5533	PPP3CC	8	NC_000008.11	22441078	22541125
5533	PPP3CC	8	NC_060932.1	22714907	22814982
10926	DBF4	7	NC_000007.14	87876493	87909553
10926	DBF4	7	NC_060931.1	89126406	89159470
4004	LMO1	11	NC_000011.10	8224309	8268787
4004	LMO1	11	NC_060935.1	8305646	8350087
6161	RPL32	3	NC_000003.12	12834485	12841582
6161	RPL32	3	NC_060927.1	12835994	12843091
8778	SIGLEC5	19	NC_000019.10	51610960	51630401
8778	SIGLEC5	19	NC_060943.1	54700546	54719384
64422	ATG3	3	NC_000003.12	112532510	112561962
64422	ATG3	3	NC_060927.1	115253546	115282997
143	PARP4	13	NC_000013.11	24420931	24512778
143	PARP4	13	NC_060937.1	23628369	23720247
10565	ARFGEF1	8	NC_000008.11	67173511	67343781
10565	ARFGEF1	8	NC_060932.1	67599967	67770273
7095	SEC62	3	NC_000003.12	169966807	169998373
7095	SEC62	3	NC_060927.1	172751051	172783070
51364	ZMYND10	3	NC_000003.12	50341112	50345732
51364	ZMYND10	3	NC_060927.1	50370836	50375456
1761	DMRT1	9	NC_000009.12	841697	969090
1761	DMRT1	9	NC_060933.1	842204	970359
493829	TRIM72	16	NC_000016.10	31214119	31231537
493829	TRIM72	16	NC_060940.1	31601549	31618973
9496	TBX4	17	NC_000017.11	61452422	61485110
9496	TBX4	17	NC_060941.1	62321267	62353953
8605	PLA2G4C	19	NC_000019.10	48047846	48110817
8605	PLA2G4C	19	NC_060943.1	51041707	51105372
282616	IFNL2	19	NC_000019.10	39268396	39270188
282616	IFNL2	19	NW_025791808.1	48778	50570
282616	IFNL2	19	NC_060943.1	42072661	42074453
6496	SIX3	2	NC_000002.12	44941702	44946071
6496	SIX3	2	NC_060926.1	44946967	44951332
6328	SCN3A	2	NC_000002.12	165087526	165204050
6328	SCN3A	2	NC_060926.1	165544858	165661382
26504	CNNM4	2	NC_000002.12	96760902	96811874
26504	CNNM4	2	NC_060926.1	97267540	97318504
4898	NRDC	1	NC_000001.11	51789210	51878727
4898	NRDC	1	NC_060925.1	51669503	51759610
9517	SPTLC2	14	NC_000014.9	77505997	77616637
9517	SPTLC2	14	NC_060938.1	71715382	71825999
55359	STYK1	12	NC_000012.12	10618923	10674052
55359	STYK1	12	NC_060936.1	10492227	10547157
320	APBA1	9	NC_000009.12	69427532	69673013
320	APBA1	9	NW_003315929.1	21985	70597
320	APBA1	9	NC_060933.1	81594168	81839634
8775	NAPA	19	NC_000019.10	47484530	47515063
8775	NAPA	19	NC_060943.1	50317289	50345867
10327	AKR1A1	1	NC_000001.11	45550826	45570049
10327	AKR1A1	1	NC_060925.1	45423192	45442415
10613	ERLIN1	10	NC_000010.11	100150094	100186029
10613	ERLIN1	10	NC_060934.1	101034336	101070271
5558	PRIM2	6	NC_000006.12	57221540	57646850
5558	PRIM2	6	NC_060930.1	57060566	57485715
6881	TAF10	11	NC_000011.10	6606294	6612216
6881	TAF10	11	NC_060935.1	6664762	6670684
8763	CD164	6	NC_000006.12	109366514	109382467
8763	CD164	6	NC_060930.1	110544551	110560504
23336	SYNM	15	NC_000015.10	99105080	99141767
23336	SYNM	15	NC_060939.1	96869529	96908995
2634	GBP2	1	NC_000001.11	89106132	89126114
2634	GBP2	1	NC_060925.1	88949485	88969475
22916	NCBP2	3	NC_000003.12	196935406	196942528
22916	NCBP2	3	NC_060927.1	199661457	199668578
55177	RMDN3	15	NC_000015.10	40735887	40755254
55177	RMDN3	15	NC_060939.1	38541582	38561277
8820	HESX1	3	NC_000003.12	57197838	57227615
8820	HESX1	3	NC_060927.1	57238106	57267938
56945	MRPS22	3	NC_000003.12	139343994	139357140
56945	MRPS22	3	NC_060927.1	142091547	142104693
9991	PTBP3	9	NC_000009.12	112217715	112379882
9991	PTBP3	9	NC_060933.1	124388866	124504825
646	BNC1	15	NC_000015.10	83255884	83284664
646	BNC1	15	NC_060939.1	81123798	81152590
57628	DPP10	2	NC_000002.12	114442641	115845780
57628	DPP10	2	NC_060926.1	114868138	116270550
25885	POLR1A	2	NC_000002.12	86020216	86105886
25885	POLR1A	2	NC_060926.1	86022315	86107956
3697	ITIH1	3	NC_000003.12	52777599	52792068
3697	ITIH1	3	NC_060927.1	52810510	52824977
8477	GPR65	14	NC_000014.9	88005135	88014811
8477	GPR65	14	NC_060938.1	82225763	82235439
114327	EFHC1	6	NC_000006.12	52420342	52497198
114327	EFHC1	6	NC_060930.1	52259137	52336010
2553	GABPB1	15	NC_000015.10	50275389	50355198
2553	GABPB1	15	NC_060939.1	48083628	48163356
8174	MADCAM1	19	NC_000019.10	496486	505343
8174	MADCAM1	19	NC_060943.1	448988	457915
4939	OAS2	12	NC_000012.12	112978519	113011723
4939	OAS2	12	NC_060936.1	112955143	112988347
9194	SLC16A7	12	NC_000012.12	59596029	59789841
9194	SLC16A7	12	NC_060936.1	59572554	59766418
53	ACP2	11	NC_000011.10	47239302	47248814
53	ACP2	11	NC_060935.1	47396045	47405572
2960	GTF2E1	3	NC_000003.12	120742744	120783069
2960	GTF2E1	3	NC_060927.1	123462622	123502946
55031	USP47	11	NC_000011.10	11841972	11961887
55031	USP47	11	NC_060935.1	11931131	12053770
6689	SPIB	19	NC_000019.10	50418938	50431314
6689	SPIB	19	NC_060943.1	53506494	53518875
10093	ARPC4	3	NC_000003.12	9792518	9807101
10093	ARPC4	3	NC_060927.1	9784472	9799053
54535	CCHCR1	6	NC_000006.12	31142439	31158197
54535	CCHCR1	6	NT_113891.3	2624870	2640625
54535	CCHCR1	6	NT_167245.2	2401761	2417517
54535	CCHCR1	6	NT_167246.2	2452954	2468732
54535	CCHCR1	6	NT_167247.2	2486567	2502346
54535	CCHCR1	6	NT_167248.2	2400454	2416229
54535	CCHCR1	6	NC_060930.1	31010125	31025917
23583	SMUG1	12	NC_000012.12	54158235	54188985
23583	SMUG1	12	NC_060936.1	54119277	54154492
79834	PEAK1	15	NC_000015.10	77100654	77420914
79834	PEAK1	15	NC_060939.1	74961123	75281210
56478	EIF4ENIF1	22	NC_000022.11	31436963	31493568
56478	EIF4ENIF1	22	NC_060946.1	31899248	31958783
64236	PDLIM2	8	NC_000008.11	22578741	22598026
64236	PDLIM2	8	NC_060932.1	22852592	22871886
83743	GRWD1	19	NC_000019.10	48445983	48457022
83743	GRWD1	19	NC_060943.1	51440151	51451183
7126	TNFAIP1	17	NC_000017.11	28335761	28347009
7126	TNFAIP1	17	NC_060941.1	29277609	29288860
43847	KLK14	19	NC_000019.10	51077494	51084210
43847	KLK14	19	NC_060943.1	54166098	54172814
84879	MFSD2A	1	NC_000001.11	39955145	39969956
84879	MFSD2A	1	NC_060925.1	39824591	39839402
1800	DPEP1	16	NC_000016.10	89613308	89641540
1800	DPEP1	16	NC_060940.1	95694848	95725329
9421	HAND1	5	NC_000005.10	154474972	154478227
9421	HAND1	5	NC_060929.1	155008931	155012186
10495	ENOX2	X	NC_000023.11	130622325	130903209
10495	ENOX2	X	NC_060947.1	128942086	129222979
4814	NINJ1	9	NC_000009.12	93121496	93134251
4814	NINJ1	9	NC_060933.1	105288107	105300864
55658	RNF126	19	NC_000019.10	647526	663214
55658	RNF126	19	NC_060943.1	601753	617249
114882	OSBPL8	12	NC_000012.12	76351797	76559771
114882	OSBPL8	12	NC_060936.1	76329717	76537711
726	CAPN5	11	NC_000011.10	77066971	77126155
726	CAPN5	11	NC_060935.1	76997312	77056732
3003	GZMK	5	NC_000005.10	55024256	55034570
3003	GZMK	5	NC_060929.1	55851867	55862179
8504	PEX3	6	NC_000006.12	143450805	143490616
8504	PEX3	6	NC_060930.1	144643215	144683024
23344	ESYT1	12	NC_000012.12	56128267	56144674
23344	ESYT1	12	NC_060936.1	56095865	56112273
9001	HAP1	17	NC_000017.11	41717739	41734646
9001	HAP1	17	NC_060941.1	42574186	42591171
10043	TOM1	22	NC_000022.11	35299275	35347973
10043	TOM1	22	NC_060946.1	35757154	35805980
10284	SAP18	13	NC_000013.11	21140119	21149097
10284	SAP18	13	NC_060937.1	20331500	20342169
10656	KHDRBS3	8	NC_000008.11	135457456	135656516
10656	KHDRBS3	8	NC_060932.1	136575311	136774451
9403	SELENOF	1	NC_000001.11	86862445	86914577
9403	SELENOF	1	NC_060925.1	86703158	86755135
200734	SPRED2	2	NC_000002.12	65307175	65432599
200734	SPRED2	2	NC_060926.1	65316846	65442268
863	CBFA2T3	16	NC_000016.10	88874858	88977207
863	CBFA2T3	16	NC_060940.1	94945216	95054578
3656	IRAK2	3	NC_000003.12	10164919	10243745
3656	IRAK2	3	NC_060927.1	10157816	10237049
4054	LTBP3	11	NC_000011.10	65538559	65558359
4054	LTBP3	11	NC_060935.1	65532759	65552582
8266	UBL4A	X	NC_000023.11	154483717	154486615
8266	UBL4A	X	NC_060947.1	152720226	152723124
5669	PSG1	19	NC_000019.10	42866464	42879713
5669	PSG1	19	NC_060943.1	45685415	45698666
9632	SEC24C	10	NC_000010.11	73744372	73772161
9632	SEC24C	10	NC_060934.1	74615788	74643577
59345	GNB4	3	NC_000003.12	179396088	179527798
59345	GNB4	3	NC_060927.1	182199923	182331637
5169	ENPP3	6	NC_000006.12	131637302	131747410
5169	ENPP3	6	NC_060930.1	132822841	132942332
8536	CAMK1	3	NC_000003.12	9757347	9769947
8536	CAMK1	3	NC_060927.1	9749303	9761902
8898	MTMR2	11	NC_000011.10	95832880	95924107
8898	MTMR2	11	NC_060935.1	95840305	95931520
220972	MARCHF8	10	NC_000010.11	45454585	45594907
220972	MARCHF8	10	NW_003315935.1	295416	305254
220972	MARCHF8	10	NC_060934.1	46335573	46475913
8048	CSRP3	11	NC_000011.10	19182030	19201983
8048	CSRP3	11	NC_060935.1	19302167	19322081
1468	SLC25A10	17	NC_000017.11	81712284	81721012
1468	SLC25A10	17	NC_060941.1	82629200	82637941
2077	ERF	19	NC_000019.10	42247569	42255128
2077	ERF	19	NC_060943.1	45066943	45074502
3669	ISG20	15	NC_000015.10	88635632	88656483
3669	ISG20	15	NC_060939.1	86390338	86411119
8846	ALKBH1	14	NC_000014.9	77672404	77708023
8846	ALKBH1	14	NC_060938.1	71881741	71917378
53981	CPSF2	14	NC_000014.9	92121969	92172145
53981	CPSF2	14	NC_060938.1	86351804	86401990
1305	COL13A1	10	NC_000010.11	69801906	69959144
1305	COL13A1	10	NC_060934.1	70670103	70827646
56947	MFF	2	NC_000002.12	227325251	227357836
56947	MFF	2	NC_060926.1	227807906	227840506
745	MYRF	11	NC_000011.10	61752636	61788518
745	MYRF	11	NC_060935.1	61741556	61777435
2803	GOLGA4	3	NC_000003.12	37243271	37366879
2803	GOLGA4	3	NC_060927.1	37244671	37368411
11316	COPE	19	NC_000019.10	18899514	18919387
11316	COPE	19	NC_060943.1	19035138	19055145
51339	DACT1	14	NC_000014.9	58634061	58648321
51339	DACT1	14	NC_060938.1	52841138	52855396
2054	STX2	12	NC_000012.12	130789600	130839250
2054	STX2	12	NC_060936.1	130828749	130878417
705	BYSL	6	NC_000006.12	41908759	41933046
705	BYSL	6	NC_060930.1	41737319	41761606
114836	SLAMF6	1	NC_000001.11	160485036	160523255
114836	SLAMF6	1	NC_060925.1	159622119	159660340
3157	HMGCS1	5	NC_000005.10	43287470	43313412
3157	HMGCS1	5	NC_060929.1	43540305	43566247
23040	MYT1L	2	NC_000002.12	1789113	2331275
23040	MYT1L	2	NC_060926.1	1796915	2341550
40	ASIC2	17	NC_000017.11	33013087	34156768
40	ASIC2	17	NC_060941.1	33959166	35103157
8363	H4C11	6	NC_000006.12	27824092	27824480
8363	H4C11	6	NC_060930.1	27693765	27694153
100506013	APELA	4	NC_000004.12	164877178	164899007
100506013	APELA	4	NC_060928.1	168224846	168246738
389692	MAFA	8	NC_000008.11	143428064	143430732
389692	MAFA	8	NC_060932.1	144577736	144580401
10522	DEAF1	11	NC_000011.10	644233	707083
10522	DEAF1	11	NT_187586.1	176113	206711
10522	DEAF1	11	NC_060935.1	694860	758083
7102	TSPAN7	X	NC_000023.11	38561542	38688918
7102	TSPAN7	X	NC_060947.1	37965162	38092516
51652	CHMP3	2	NC_000002.12	86503430	86563443
51652	CHMP3	2	NC_060926.1	86505444	86565457
65108	MARCKSL1	1	NC_000001.11	32333839	32336233
65108	MARCKSL1	1	NC_060925.1	32191757	32194151
445815	PALM2AKAP2	9	NC_000009.12	109640787	110172512
445815	PALM2AKAP2	9	NC_060933.1	121810203	122342040
5191	PEX7	6	NC_000006.12	136822592	136913934
5191	PEX7	6	NC_060930.1	138010773	138102113
7371	UCK2	1	NC_000001.11	165827614	165911618
7371	UCK2	1	NC_060925.1	165173785	165257744
8882	ZPR1	11	NC_000011.10	116773799	116788023
8882	ZPR1	11	NC_060935.1	116788425	116802647
9830	TRIM14	9	NC_000009.12	98035797	98119222
9830	TRIM14	9	NC_060933.1	110207739	110291169
407	ARR3	X	NC_000023.11	70268334	70281883
407	ARR3	X	NC_060947.1	68701653	68715201
10667	FARS2	6	NC_000006.12	5249934	5771583
10667	FARS2	6	NC_060930.1	5119147	5640982
54556	ING3	7	NC_000007.14	120950777	120977216
54556	ING3	7	NC_060931.1	122266123	122292563
6729	SRP54	14	NC_000014.9	34982992	35029567
6729	SRP54	14	NC_060938.1	29181721	29228319
123606	NIPA1	15	NC_000015.10	22786225	22829789
123606	NIPA1	15	NW_021160017.1	3680257	3723836
123606	NIPA1	15	NC_060939.1	20458058	20501621
392255	GDF6	8	NC_000008.11	96142333	96160806
392255	GDF6	8	NC_060932.1	97267652	97286137
5723	PSPH	7	NC_000007.14	56011064	56051444
5723	PSPH	7	NC_060931.1	56170861	56211278
23157	SEPTIN6	X	NC_000023.11	119615724	119693168
23157	SEPTIN6	X	NW_025791817.1	66726	126670
23157	SEPTIN6	X	NC_060947.1	117993452	118071836
5138	PDE2A	11	NC_000011.10	72576141	72674422
5138	PDE2A	11	NC_060935.1	72502658	72602659
10480	EIF3M	11	NC_000011.10	32583831	32606264
10480	EIF3M	11	NC_060935.1	32719345	32741774
84659	RNASE7	14	NC_000014.9	21042362	21044233
84659	RNASE7	14	NC_060938.1	15239769	15241640
51228	GLTP	12	NC_000012.12	109850945	109880541
51228	GLTP	12	NC_060936.1	109826404	109856233
50617	ATP6V0A4	7	NC_000007.14	138706294	138798196
50617	ATP6V0A4	7	NC_060931.1	140018750	140111076
54778	RNF111	15	NC_000015.10	58987663	59097419
54778	RNF111	15	NC_060939.1	56789754	56899501
20	ABCA2	9	NC_000009.12	137007234	137028922
20	ABCA2	9	NC_060933.1	149241651	149263357
2178	FANCE	6	NC_000006.12	35452338	35467102
2178	FANCE	6	NC_060930.1	35275414	35290178
4495	MT1G	16	NC_000016.10	56666730	56668065
4495	MT1G	16	NC_060940.1	62461707	62463042
51667	NUB1	7	NC_000007.14	151341812	151378449
51667	NUB1	7	NC_060931.1	152514799	152551295
22795	NID2	14	NC_000014.9	52004809	52069059
22795	NID2	14	NC_060938.1	46211853	46276147
65010	SLC26A6	3	NC_000003.12	48625723	48635461
65010	SLC26A6	3	NC_060927.1	48654683	48664421
1781	DYNC1I2	2	NC_000002.12	171687469	171750158
1781	DYNC1I2	2	NW_025791761.1	117642	180331
1781	DYNC1I2	2	NC_060926.1	172164878	172227564
9230	RAB11B	19	NC_000019.10	8390360	8404434
9230	RAB11B	19	NC_060943.1	8376828	8390915
115019	SLC26A9	1	NC_000001.11	205913052	205943456
115019	SLC26A9	1	NC_060925.1	205177732	205208143
1135	CHRNA2	8	NC_000008.11	27459756	27479261
1135	CHRNA2	8	NC_060932.1	27737110	27756814
8417	STX7	6	NC_000006.12	132445867	132513472
8417	STX7	6	NC_060930.1	133640859	133708445
2829	XCR1	3	NC_000003.12	46017007	46085844
2829	XCR1	3	NC_060927.1	46032885	46101714
56949	XAB2	19	NC_000019.10	7619525	7629545
56949	XAB2	19	NC_060943.1	7620408	7630428
49	ACR	22	NC_000022.11	50738204	50745339
49	ACR	22	NW_015148969.2	74324	81453
49	ACR	22	NC_060946.1	51251783	51258912
2001	ELF5	11	NC_000011.10	34478791	34513794
2001	ELF5	11	NC_060935.1	34615634	34650642
53340	SPA17	11	NC_000011.10	124673904	124697518
53340	SPA17	11	NC_060935.1	124702562	124726178
326625	MMAB	12	NC_000012.12	109553715	109573504
326625	MMAB	12	NC_060936.1	109528617	109548403
5828	PEX2	8	NC_000008.11	76980258	77001044
5828	PEX2	8	NC_060932.1	77409691	77430483
6898	TAT	16	NC_000016.10	71565660	71577092
6898	TAT	16	NC_060940.1	77382852	77394286
8195	MKKS	20	NC_000020.11	10401009	10434222
8195	MKKS	20	NC_060944.1	10444020	10477226
10730	YME1L1	10	NC_000010.11	27110111	27154384
10730	YME1L1	10	NC_060934.1	27140165	27184407
2992	GYG1	3	NC_000003.12	148991540	149031775
2992	GYG1	3	NC_060927.1	151742259	151782489
6801	STRN	2	NC_000002.12	36837698	36966536
6801	STRN	2	NC_060926.1	36844882	36973674
83461	CDCA3	12	NC_000012.12	6844798	6851286
83461	CDCA3	12	NC_060936.1	6854092	6860585
4802	NFYC	1	NC_000001.11	40691704	40771603
4802	NFYC	1	NC_060925.1	40560898	40640813
51631	LUC7L2	7	NC_000007.14	139340472	139423454
51631	LUC7L2	7	NC_060931.1	140653753	140736749
522	ATP5PF	21	NC_000021.9	25724500	25735653
522	ATP5PF	21	NC_060945.1	24082042	24093216
3451	IFNA17	9	NC_000009.12	21227243	21228222
3451	IFNA17	9	NC_060933.1	21241096	21242075
9723	SEMA3E	7	NC_000007.14	83363238	83649139
9723	SEMA3E	7	NC_060931.1	84614452	84899593
65267	WNK3	X	NC_000023.11	54192823	54358900
65267	WNK3	X	NC_060947.1	53482708	53648791
79682	CENPU	4	NC_000004.12	184694085	184734096
79682	CENPU	4	NC_060928.1	188037836	188077855
4225	MEP1B	18	NC_000018.10	32190039	32220404
